Rank,Year,Movie,Distributor,Domestic Box Office,International Box Office,Worldwide Box Office
"3,944",2006,Just My Luck,20th Cent…,"$17,326,650","$20,833,255","$38,159,905"
"3,945",2004,My Baby's Daddy,Miramax,"$17,321,573",$639,"$17,322,212"
"3,946",1985,To Live and Die in L.A.,MGM,"$17,307,019",,"$17,307,019"
"3,947",2009,Inkheart,Warner Bros.,"$17,303,424","$49,352,514","$66,655,938"
"3,948",1995,Murder in the First,Warner Bros.,"$17,300,238",,"$17,300,238"
"3,949",2001,Max Keeble's Big Move,Walt Disney,"$17,292,381",,"$17,292,381"
"3,950",2012,Wanderlust,Universal,"$17,288,155","$6,871,779","$24,159,934"
"3,951",2017,The Glass Castle,Lionsgate,"$17,273,059","$4,807,990","$22,081,049"
"3,952",1965,Shenandoah,Universal,"$17,268,889",,"$17,268,889"
"3,953",2002,Eight Legged Freaks,Warner Bros.,"$17,266,505","$19,455,806","$36,722,311"
"3,954",2000,Small Time Crooks,Dreamwork…,"$17,266,359","$12,668,118","$29,934,477"
"3,955",2019,BrightBurn,Sony Pict…,"$17,259,427","$15,835,855","$33,095,282"
"3,956",1993,A Bronx Tale,Savoy,"$17,239,789",,"$17,239,789"
"3,957",2014,A Most Wanted Man,Roadside …,"$17,237,855","$18,831,035","$36,068,890"
"3,958",2009,Fired Up,Sony Pict…,"$17,231,291","$1,377,279","$18,608,570"
"3,959",1996,The Phantom,Paramount…,"$17,220,599",,"$17,220,599"
"3,960",1991,Hudson Hawk,Sony Pict…,"$17,218,916",,"$17,218,916"
"3,961",1986,The Mission,Warner Bros.,"$17,218,000","$163,173","$17,381,173"
"3,962",2000,Center Stage,Sony Pict…,"$17,200,925","$4,160,184","$21,361,109"
"3,963",1983,All the Right Moves,20th Cent…,"$17,200,000",,"$17,200,000"
"3,964",1994,Miracle on 34th Street,20th Cent…,"$17,195,886","$29,100,000","$46,295,886"
"3,965",1989,Her Alibi,Warner Bros.,"$17,195,050",,"$17,195,050"
"3,966",1996,Fled,MGM,"$17,192,205","$2,700,000","$19,892,205"
"3,967",1987,Angel Heart,Sony/TriStar,"$17,185,000",,"$17,185,000"
"3,968",2007,Eastern Promises,Focus Fea…,"$17,181,265","$38,895,823","$56,077,088"
"3,969",1993,Sidekicks,Triumph R…,"$17,180,393",,"$17,180,393"
"3,970",2019,The Good Liar,Warner Bros.,"$17,156,058","$16,200,000","$33,356,058"
"3,971",2012,Safe,Lionsgate,"$17,142,080","$24,353,133","$41,495,213"
"3,972",1985,The Falcon and the Snowman,Orion Pic…,"$17,130,087",,"$17,130,087"
"3,973",2006,Annapolis,Walt Disney,"$17,127,992","$97,000","$17,224,992"
"3,974",1984,Johnny Dangerously,20th Cent…,"$17,124,395",,"$17,124,395"
"3,975",1991,The NeverEnding Story II: The Next Chapter,Warner Bros.,"$17,116,963",,"$17,116,963"
"3,976",1965,Von Ryan's Express,,"$17,111,111",,"$17,111,111"
"3,977",1972,The Valachi Papers,Sony Pict…,"$17,106,087",,"$17,106,087"
"3,978",1998,Rushmore,Walt Disney,"$17,105,219","$1,975,216","$19,080,435"
"3,979",2005,Kung Fu Hustle,Sony Pict…,"$17,104,669","$84,929,435","$102,034,104"
"3,980",1996,Diabolique,Warner Bros.,"$17,100,266",,"$17,100,266"
"3,981",2003,Ghosts of the Abyss,Walt Disney,"$17,093,668","$11,687,000","$28,780,668"
"3,982",1992,Pet Sematary II,Paramount…,"$17,092,453",,"$17,092,453"
"3,983",1992,The Babe,Universal,"$17,064,550","$2,400,000","$19,464,550"
"3,984",2016,Norm of the North,Lionsgate,"$17,062,499","$13,473,161","$30,535,660"
"3,985",2001,Pokemon 3: The Movie,Warner Bros.,"$17,052,128","$51,400,000","$68,452,128"
"3,986",2005,The Devil's Rejects,Lionsgate,"$17,044,981","$3,895,447","$20,940,428"
"3,987",1992,Freejack,Warner Bros.,"$17,033,142",,"$17,033,142"
"3,988",2005,Son of the Mask,New Line,"$17,018,422","$42,900,000","$59,918,422"
"3,989",2009,The Hurt Locker,Summit En…,"$17,017,811","$32,876,412","$49,894,223"
"3,990",2004,Seed of Chucky,Focus/Rog…,"$17,016,190","$7,700,000","$24,716,190"
"3,991",2010,Splice,Warner Bros.,"$17,010,170","$11,532,324","$28,542,494"
"3,992",1986,The Delta Force,Cannon,"$17,005,599",,"$17,005,599"
"3,993",1977,Which Way Is Up?,Universal,"$17,000,000",,"$17,000,000"
"3,994",1975,W.W. and the Dixie Dancekings,,"$17,000,000",,"$17,000,000"
"3,995",1988,For Keeps?,Sony/TriStar,"$17,000,000",,"$17,000,000"
"3,996",1980,Herbie Goes Bananas,,"$17,000,000",,"$17,000,000"
"3,997",1977,Kingdom of the Spiders,Dimension…,"$17,000,000",,"$17,000,000"
"3,998",2011,The Thing,Universal,"$16,999,934","$10,573,144","$27,573,078"
"3,999",2001,Rock Star,Warner Bros.,"$16,991,902","$2,325,863","$19,317,765"
"4,000",2002,The Country Bears,Walt Disney,"$16,988,996",,"$16,988,996"
"4,001",2004,Win a Date with Tad Hamilton!,Dreamwork…,"$16,980,098",,"$16,980,098"
"4,002",2013,The Counselor,20th Cent…,"$16,973,715","$54,035,619","$71,009,334"
"4,003",2000,Boiler Room,New Line,"$16,963,963","$11,809,674","$28,773,637"
"4,004",1995,Jury Duty,Sony Pict…,"$16,941,552",,"$16,941,552"
"4,005",1961,Lover Come Back,Universal,"$16,937,969",,"$16,937,969"
"4,006",2002,Adrenaline Rush: The Science of Risk,Giant Scr…,"$16,933,791","$7,036,640","$23,970,431"
"4,007",2008,88 Minutes,Sony Pict…,"$16,930,884","$16,024,515","$32,955,399"
"4,008",2002,Serving Sara,Paramount…,"$16,930,185","$3,215,965","$20,146,150"
"4,009",2001,crazy/beautiful,Walt Disney,"$16,929,123","$3,000,000","$19,929,123"
"4,010",1977,Looking for Mr. Goodbar,Paramount…,"$16,900,000",,"$16,900,000"
"4,011",1972,Sounder,20th Cent…,"$16,889,761",,"$16,889,761"
"4,012",2017,Flatliners,Sony Pict…,"$16,883,115","$28,290,623","$45,173,738"
"4,013",1999,Go!,Sony Pict…,"$16,875,273","$11,508,168","$28,383,441"
"4,014",1966,Georgy Girl,Sony Pict…,"$16,873,162",,"$16,873,162"
"4,015",2004,Wimbledon,Universal,"$16,862,585","$24,803,891","$41,666,476"
"4,016",2020,Underwater,20th Cent…,"$16,829,588","$20,469,340","$37,298,928"
"4,017",1994,Lightning Jack,Savoy,"$16,821,273",,"$16,821,273"
"4,018",2005,Rebound,20th Cent…,"$16,809,014","$683,000","$17,492,014"
"4,019",1973,A Touch of Class,Avco Embassy,"$16,800,000",,"$16,800,000"
"4,020",1983,Valley Girl,Atlantic,"$16,800,000",,"$16,800,000"
"4,021",2019,The Kid Who Would Be King,20th Cent…,"$16,790,790","$11,506,193","$28,296,983"
"4,022",2017,Detroit,Annapurna…,"$16,790,139","$9,243,424","$26,033,563"
"4,023",2000,Lost Souls,New Line,"$16,779,636","$14,540,657","$31,320,293"
"4,024",1994,Andre,Paramount…,"$16,774,699",,"$16,774,699"
"4,025",1998,54,Miramax,"$16,757,163",,"$16,757,163"
"4,026",2004,The Motorcycle Diaries,Focus Fea…,"$16,756,372","$38,272,828","$55,029,200"
"4,027",2009,New in Town,Lionsgate,"$16,734,283","$13,203,626","$29,937,909"
"4,028",2004,Catch That Kid,20th Cent…,"$16,703,799","$255,815","$16,959,614"
"4,029",2012,To Rome with Love,Sony Pict…,"$16,684,352","$57,641,663","$74,326,015"
"4,030",1999,True Crime,Warner Bros.,"$16,676,845",,"$16,676,845"
"4,031",1994,Blink,New Line,"$16,668,552",,"$16,668,552"
"4,032",1990,Tremors,Universal,"$16,667,084",,"$16,667,084"
"4,033",1980,Rough Cut,Paramount…,"$16,656,125",,"$16,656,125"
"4,034",2006,Unaccompanied Minors,Warner Bros.,"$16,655,224","$5,315,607","$21,970,831"
"4,035",2019,Missing Link,United Ar…,"$16,649,539","$8,293,485","$24,943,024"
"4,036",2018,Mary Queen of Scots,Focus Fea…,"$16,648,499","$30,369,121","$47,017,620"
"4,037",1980,The Final Countdown,United Ar…,"$16,647,800","$40,000,000","$56,647,800"
"4,038",1980,The Hunter,Paramount…,"$16,647,800",,"$16,647,800"
"4,039",1999,Bringing Out The Dead,Paramount…,"$16,640,210",,"$16,640,210"
"4,040",1992,Deep Cover,New Line,"$16,639,799",,"$16,639,799"
"4,041",2005,Wild Safari 3D,nWave Pic…,"$16,621,230","$15,825,520","$32,446,750"
"4,042",1984,Beat Street,Orion Pic…,"$16,595,791",,"$16,595,791"
"4,043",1994,Baby's Day Out,20th Cent…,"$16,581,575",,"$16,581,575"
"4,044",2007,Dead Silence,Universal,"$16,574,590","$4,040,071","$20,614,661"
"4,045",1994,My Girl 2,Sony Pict…,"$16,559,100",,"$16,559,100"
"4,046",1989,Shocker,Universal,"$16,554,699",,"$16,554,699"
"4,047",1996,The Frighteners,Universal,"$16,553,635",,"$16,553,635"
"4,048",1982,National Lampoon's Class Reunion,20th Cent…,"$16,550,727",,"$16,550,727"
"4,049",2005,The Perfect Man,Universal,"$16,535,005","$3,000,000","$19,535,005"
"4,050",1972,The Life and Times of Judge Roy Bean,National …,"$16,530,578",,"$16,530,578"
"4,051",2001,Original Sin,MGM,"$16,521,410",,"$16,521,410"
"4,052",1983,Krull,Sony Pict…,"$16,519,460",,"$16,519,460"
"4,053",1996,Trainspotting,Miramax,"$16,501,785","$55,057,186","$71,558,971"
"4,054",2000,Eye of the Beholder,Destinati…,"$16,500,786","$1,760,079","$18,260,865"
"4,055",1994,The War,Universal,"$16,480,770",,"$16,480,770"
"4,056",1993,Heart and Souls,Universal,"$16,479,685",,"$16,479,685"
"4,057",1994,Terminal Velocity,Walt Disney,"$16,478,900",,"$16,478,900"
"4,058",1983,Spacehunter: Adventures in the Forbidden Zone,Sony Pict…,"$16,478,265",,"$16,478,265"
"4,059",2015,Monkey Kingdom,Walt Disney,"$16,432,322","$727,208","$17,159,530"
"4,060",1997,That Old Feeling,Universal,"$16,408,534","$830,684","$17,239,218"
"4,061",1968,Candy,,"$16,408,286",,"$16,408,286"
"4,062",1980,A Change of Seasons,20th Cent…,"$16,400,000",,"$16,400,000"
"4,063",1941,Sergeant York,,"$16,400,000",,"$16,400,000"
"4,064",2007,The Hitcher,Focus Fea…,"$16,379,582","$4,476,064","$20,855,646"
"4,065",2018,Forever My Girl,Roadside …,"$16,376,066",,"$16,376,066"
"4,066",1991,Defending Your Life,Warner Bros.,"$16,371,128",,"$16,371,128"
"4,067",2002,White Oleander,Warner Bros.,"$16,357,770","$5,300,000","$21,657,770"
"4,068",1994,Monkey Trouble,New Line,"$16,344,520",,"$16,344,520"
"4,069",1987,Burglar,Warner Bros.,"$16,337,355",,"$16,337,355"
"4,070",1990,Tales from the Darkside: The Movie,Paramount…,"$16,324,573",,"$16,324,573"
"4,071",2004,The Whole Ten Yards,Warner Bros.,"$16,323,969","$10,000,000","$26,323,969"
"4,072",1977,MacArthur,Universal,"$16,320,000",,"$16,320,000"
"4,073",1966,The Silencers,Sony Pict…,"$16,318,124",,"$16,318,124"
"4,074",1998,A Simple Plan,Paramount…,"$16,316,273",,"$16,316,273"
"4,075",1985,Weird Science,Universal,"$16,316,258",,"$16,316,258"
"4,076",2011,Young Adult,Paramount…,"$16,311,571","$6,438,785","$22,750,356"
"4,077",1999,Muppets From Space,Sony Pict…,"$16,304,786",,"$16,304,786"
"4,078",1944,Going My Way,,"$16,300,000",,"$16,300,000"
"4,079",2006,An American Haunting,Freestyle…,"$16,298,046","$14,145,231","$30,443,277"
"4,080",1986,Howard the Duck,Universal,"$16,295,774",,"$16,295,774"
"4,081",2008,Swing Vote,Walt Disney,"$16,289,867","$1,300,000","$17,589,867"
"4,082",2007,Elizabeth: The Golden Age,Universal,"$16,285,240","$58,585,626","$74,870,866"
"4,083",1996,Supercop,Miramax,"$16,270,600",,"$16,270,600"
"4,084",1988,Crossing Delancey,Warner Bros.,"$16,262,000",,"$16,262,000"
"4,085",2003,21 Grams,Focus Fea…,"$16,248,701","$43,418,924","$59,667,625"
"4,086",2012,The Master,Weinstein…,"$16,247,159","$34,400,257","$50,647,416"
"4,087",2006,Black Christmas,MGM,"$16,235,738",,"$16,235,738"
"4,088",2009,Imagine That,Paramount…,"$16,222,392","$6,215,752","$22,438,144"
"4,089",1967,Cool Hand Luke,,"$16,217,773",,"$16,217,773"
"4,090",1986,Raw Deal,De Lauren…,"$16,209,459",,"$16,209,459"
"4,091",1966,Follow Me Boys,,"$16,207,116",,"$16,207,116"
"4,092",2009,Jennifer's Body,20th Cent…,"$16,204,793","$15,738,608","$31,943,401"
"4,093",1981,Ghost Story,Universal,"$16,202,210",,"$16,202,210"
"4,094",2005,Wolf Creek,Weinstein…,"$16,186,348","$12,818,716","$29,005,064"
"4,095",2014,Begin Again,Weinstein…,"$16,170,632","$52,668,104","$68,838,736"
"4,096",1983,Richard Pryor Here and Now,Sony Pict…,"$16,156,776",,"$16,156,776"
"4,097",1990,Mo' Better Blues,Universal,"$16,153,000",,"$16,153,000"
"4,098",1966,The Blue Max,20th Cent…,"$16,151,612",,"$16,151,612"
"4,099",1990,Men At Work,Triumph R…,"$16,151,032",,"$16,151,032"
"4,100",1997,Fire Down Below,Warner Bros.,"$16,148,906",,"$16,148,906"
"4,101",1990,The Guardian,Universal,"$16,140,440",,"$16,140,440"
"4,102",1983,D.C. Cab,Universal,"$16,134,000",,"$16,134,000"
"4,103",2013,Jobs,Open Road,"$16,131,410","$27,271,105","$43,402,515"
"4,104",2005,Waiting...,Lionsgate,"$16,124,543","$2,548,731","$18,673,274"
"4,105",2004,Vanity Fair,Focus Fea…,"$16,123,851","$3,000,000","$19,123,851"
"4,106",1988,"Bright Lights, Big City",United Ar…,"$16,118,077",,"$16,118,077"
"4,107",1985,Death Wish 3,Cannon,"$16,116,878",,"$16,116,878"
"4,108",1989,Prancer,Orion Pic…,"$16,115,398",,"$16,115,398"
"4,109",1982,Death Wish II,Sony Pict…,"$16,100,000",,"$16,100,000"
"4,110",2013,Fruitvale Station,Weinstein…,"$16,098,998","$1,450,647","$17,549,645"
"4,111",1989,No Holds Barred,New Line,"$16,093,651",,"$16,093,651"
"4,112",1995,The Prophecy,Miramax,"$16,091,660",,"$16,091,660"
"4,113",1999,A Midsummer Night's Dream,Fox Searc…,"$16,071,990","$8,939,655","$25,011,645"
"4,114",1963,Dr. No,MGM,"$16,067,035","$43,500,000","$59,567,035"
"4,115",1987,Over the Top,Warner Bros.,"$16,057,580",,"$16,057,580"
"4,116",1973,The Day of the Jackal,Universal,"$16,056,255",,"$16,056,255"
"4,117",2009,Adventureland,Miramax,"$16,044,025","$1,509,030","$17,553,055"
"4,118",2002,Kung Pow: Enter the Fist,20th Cent…,"$16,033,556","$1,000,000","$17,033,556"
"4,119",1988,She's Having a Baby,Paramount…,"$16,031,707",,"$16,031,707"
"4,120",1995,Devil in a Blue Dress,Sony Pict…,"$16,030,096",,"$16,030,096"
"4,121",2015,The Transporter Refueled,EuropaCorp,"$16,029,670","$53,668,825","$69,698,495"
"4,122",1994,Above the Rim,New Line,"$16,026,469",,"$16,026,469"
"4,123",2001,O (Othello),Lionsgate,"$16,017,403",,"$16,017,403"
"4,124",1995,Across The Sea of Time,Sony Pict…,"$16,015,639","$20,200,534","$36,216,173"
"4,125",2012,The Raven,Relativity,"$16,008,272","$14,593,529","$30,601,801"
"4,126",2002,Confessions of a Dangerous Mind,Miramax,"$16,007,718","$17,006,087","$33,013,805"
"4,127",1982,Missing,Universal,"$16,000,000",,"$16,000,000"
"4,128",1977,Sinbad and the Eye of the Tiger,Columbia,"$16,000,000",,"$16,000,000"
"4,129",1965,Our Man Flint,,"$16,000,000",,"$16,000,000"
"4,130",1947,Forever Amber,,"$16,000,000",,"$16,000,000"
"4,131",1975,Breakout,Sony Pict…,"$16,000,000",,"$16,000,000"
"4,132",1945,Mom and Dad,,"$16,000,000",,"$16,000,000"
"4,133",1981,The Devil and Max Devlin,Walt Disney,"$16,000,000",,"$16,000,000"
"4,134",2014,Tyler Perry's The Single Moms Club,Lionsgate,"$15,995,891",,"$15,995,891"
"4,135",2009,Armored,Sony Pict…,"$15,988,876","$7,672,162","$23,661,038"
"4,136",1981,Caveman,United Ar…,"$15,965,000",,"$15,965,000"
"4,137",2006,Marie Antoinette,Sony Pict…,"$15,962,471","$44,900,000","$60,862,471"
"4,138",2018,Mortal Engines,Universal,"$15,951,040","$69,336,377","$85,287,417"
"4,139",1986,Armed and Dangerous,Sony Pict…,"$15,945,534",,"$15,945,534"
"4,140",1989,Next of Kin,Warner Bros.,"$15,942,628",,"$15,942,628"
"4,141",1989,Chances Are,Sony Pict…,"$15,939,663",,"$15,939,663"
"4,142",1993,Jason Goes to Hell: The Final Friday,New Line,"$15,935,068",,"$15,935,068"
"4,143",1980,Hero At Large,MGM,"$15,934,737",,"$15,934,737"
"4,144",1998,Dance With Me,Sony Pict…,"$15,923,354",,"$15,923,354"
"4,145",2000,Thomas and the Magic Railroad,Destinati…,"$15,911,332",,"$15,911,332"
"4,146",2002,Far From Heaven,Focus Fea…,"$15,901,849","$13,126,065","$29,027,914"
"4,147",1983,Gorky Park,Orion Pic…,"$15,900,000",,"$15,900,000"
"4,148",2016,The Birth of a Nation,Fox Searc…,"$15,861,566","$1,029,445","$16,891,011"
"4,149",1988,Masquerade,MGM,"$15,855,828","$75,737,916","$91,593,744"
"4,150",2007,Happily N'Ever After,Lionsgate,"$15,849,032","$22,074,786","$37,923,818"
"4,151",2014,Devil's Due,20th Cent…,"$15,821,461","$20,324,626","$36,146,087"
"4,152",2007,The Kite Runner,Paramount…,"$15,800,078","$58,380,667","$74,180,745"
"4,153",2016,Eddie the Eagle,20th Cent…,"$15,789,389","$29,271,091","$45,060,480"
"4,154",1982,Kiss Me Goodbye,20th Cent…,"$15,782,759",,"$15,782,759"
"4,155",2005,The Gospel,Sony Pict…,"$15,778,152",,"$15,778,152"
"4,156",2018,Hunter Killer,Lionsgate,"$15,767,460","$13,557,749","$29,325,209"
"4,157",2008,Pride and Glory,Warner Bros.,"$15,740,721","$27,700,000","$43,440,721"
"4,158",2001,3000 Miles to Graceland,Warner Bros.,"$15,738,632","$2,970,216","$18,708,848"
"4,159",1987,Jaws 4: The Revenge,Universal,"$15,728,335",,"$15,728,335"
"4,160",1997,Wes Craven's Wishmaster,Live Ente…,"$15,719,109",,"$15,719,109"
"4,161",1980,The Island,Universal,"$15,716,828",,"$15,716,828"
"4,162",2004,Paparazzi,20th Cent…,"$15,712,072","$900,000","$16,612,072"
"4,163",1990,Avalon,Sony Pict…,"$15,702,685",,"$15,702,685"
"4,164",1973,High Plains Drifter,Universal,"$15,700,000",,"$15,700,000"
"4,165",2006,Larry the Cable Guy: Health Inspector,Lionsgate,"$15,680,099",,"$15,680,099"
"4,166",2001,Life as a House,New Line,"$15,652,637","$8,236,521","$23,889,158"
"4,167",2012,The Man with the Iron Fists,Universal,"$15,634,090","$6,384,898","$22,018,988"
"4,168",2000,Cirque du Soleil - Journey of Man,Sony Pict…,"$15,626,076","$12,125,705","$27,751,781"
"4,169",2003,View from the Top,Miramax,"$15,614,000","$3,912,014","$19,526,014"
"4,170",1990,I Love You to Death,Sony Pict…,"$15,600,149",,"$15,600,149"
"4,171",1981,Continental Divide,Universal,"$15,578,000",,"$15,578,000"
"4,172",2002,Half Past Dead,Sony Pict…,"$15,567,860","$3,665,420","$19,233,280"
"4,173",1991,Billy Bathgate,Walt Disney,"$15,565,363",,"$15,565,363"
"4,174",2001,Shackleton's Antarctic Adventure,WGBH Gian…,"$15,553,324","$4,113,837","$19,667,161"
"4,175",2003,My Boss's Daughter,Miramax/D…,"$15,549,702",,"$15,549,702"
"4,176",1991,Switch,Warner Bros.,"$15,545,943",,"$15,545,943"
"4,177",1994,The Getaway,Universal,"$15,545,115",,"$15,545,115"
"4,178",2003,A Guy Thing,MGM,"$15,543,862","$1,886,732","$17,430,594"
"4,179",1983,Still Smokin,Paramount…,"$15,543,000",,"$15,543,000"
"4,180",2010,The Ghost Writer,Summit En…,"$15,541,549","$49,990,942","$65,532,491"
"4,181",1966,The Wild Angels,,"$15,541,070",,"$15,541,070"
"4,182",2003,In America,Fox Searc…,"$15,539,656","$9,843,255","$25,382,911"
"4,183",1990,Revenge,Sony Pict…,"$15,535,771",,"$15,535,771"
"4,184",2000,All the Pretty Horses,Miramax,"$15,527,125","$2,593,142","$18,120,267"
"4,185",2009,A Perfect Getaway,Universal,"$15,515,460","$7,300,000","$22,815,460"
"4,186",1986,Legend,Universal,"$15,502,112","$8,004,125","$23,506,237"
"4,187",2019,Late Night,Amazon St…,"$15,500,045","$5,554,083","$21,054,128"
"4,188",1978,Corvette Summer,MGM,"$15,500,000",,"$15,500,000"
"4,189",1965,The Greatest Story Ever Told,MGM,"$15,473,333",,"$15,473,333"
"4,190",2000,Loser,Sony Pict…,"$15,464,026","$2,786,080","$18,250,106"
"4,191",1986,Youngblood,MGM,"$15,448,400",,"$15,448,400"
"4,192",1997,Rocket Man,Walt Disney,"$15,448,043",,"$15,448,043"
"4,193",1995,Mad Love,Walt Disney,"$15,446,532",,"$15,446,532"
"4,194",1990,Reversal of Fortune,Warner Bros.,"$15,445,131",,"$15,445,131"
"4,195",2016,The Infiltrator,Broad Gre…,"$15,436,808","$5,281,296","$20,718,104"
"4,196",2007,Catch and Release,Sony Pict…,"$15,432,542",,"$15,432,542"
"4,197",1990,The Bonfire of the Vanities,Warner Bros.,"$15,432,314",,"$15,432,314"
"4,198",2011,African Cats,Walt Disney,"$15,428,747","$7,517,860","$22,946,607"
"4,199",2000,Drowning Mona,Destinati…,"$15,427,192","$553,184","$15,980,376"
"4,200",2003,Wrong Turn,20th Cent…,"$15,417,771","$13,231,785","$28,649,556"
"4,201",1990,Death Warrant,MGM,"$15,394,200",,"$15,394,200"
"4,202",1996,The Adventures of Pinocchio,New Line,"$15,382,170","$21,300,000","$36,682,170"
"4,203",1990,Mr. Destiny,Walt Disney,"$15,379,253",,"$15,379,253"
"4,204",1989,Leviathan,MGM,"$15,363,560",,"$15,363,560"
"4,205",1989,She-Devil,20th Cent…,"$15,351,421",,"$15,351,421"
"4,206",1994,No Escape,Savoy,"$15,339,030","$1,874,203","$17,213,233"
"4,207",2005,The Greatest Game Ever Played,Walt Disney,"$15,331,289","$136,977","$15,468,266"
"4,208",2000,Bait,Warner Bros.,"$15,325,127","$146,842","$15,471,969"
"4,209",2013,About Time,Universal,"$15,323,921","$73,985,257","$89,309,178"
"4,210",2007,Alpha Dog,Universal,"$15,309,602","$17,204,717","$32,514,319"
"4,211",1947,Welcome Stranger,,"$15,300,000",,"$15,300,000"
"4,212",2008,Bangkok Dangerous,Lionsgate,"$15,298,133","$31,300,000","$46,598,133"
"4,213",2010,Youth in Revolt,Weinstein…,"$15,285,588","$4,400,000","$19,685,588"
"4,214",1990,Quick Change,Warner Bros.,"$15,260,154",,"$15,260,154"
"4,215",1987,Benji the Hunted,Walt Disney,"$15,212,539",,"$15,212,539"
"4,216",1971,Sweet Sweetback's Baad Asssss Song,,"$15,200,000",,"$15,200,000"
"4,217",1980,The Long Riders,United Ar…,"$15,198,912",,"$15,198,912"
"4,218",1980,First Family,Warner Bros.,"$15,198,912",,"$15,198,912"
"4,219",1994,Bad Girls,20th Cent…,"$15,187,851",,"$15,187,851"
"4,220",1993,Needful Things,Sony Pict…,"$15,185,672",,"$15,185,672"
"4,221",2000,Dungeons and Dragons,New Line,"$15,185,241","$18,586,724","$33,771,965"
"4,222",1995,Muriel's Wedding,Miramax,"$15,185,000",,"$15,185,000"
"4,223",2013,The Last Exorcism Part II,CBS Films,"$15,179,303","$10,269,404","$25,448,707"
"4,224",1996,Thinner,Paramount…,"$15,171,475",,"$15,171,475"
"4,225",1999,The Corruptor,New Line,"$15,164,492",,"$15,164,492"
"4,226",2014,And So It Goes,Clarius E…,"$15,160,801","$2,759,212","$17,920,013"
"4,227",1984,Firestarter,Universal,"$15,136,870",,"$15,136,870"
"4,228",2007,Arthur et les Minimoys,Weinstein…,"$15,132,763","$98,192,980","$113,325,743"
"4,229",1995,Halloween: The Curse of Michael Myers,Miramax,"$15,126,948",,"$15,126,948"
"4,230",2009,"The Goods: Live Hard, Sell Hard",Paramount…,"$15,122,676","$174,642","$15,297,318"
"4,231",1994,The Madness of King George,Goldwyn E…,"$15,122,669",,"$15,122,669"
